"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","Aluminum_Total","Aluminum_Total_VQ","Antimony_Total","Antimony_Total_VQ","Lead_Total","Lead_Total_VQ","Calcium_Total","Calcium_Total_VQ","Selenium_Total","Selenium_Total_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Potassium_Total","Potassium_Total_VQ","Silver_Total","Silver_Total_VQ","Iron_Total","Iron_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","pH_Field","pH_Field_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Water_Temperature","Water_Temperature_VQ","Turbidity_Field","Turbidity_Field_VQ","Purge_Volume","Purge_Volume_VQ","MicroLanduse_Category","MicroLanduse_Category_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Sulfate_Total","Sulfate_Total_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Chloride_Total","Chloride_Total_VQ","Color_true","Color_true_VQ","Fluoride_Total","Fluoride_Total_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Depth_to_Water_from_mpe","Depth_to_Water_from_mpe_VQ","Coliform_Fecal_MF","Coliform_Fecal_MF_VQ","Coliform_Total_MF","Coliform_Total_MF_VQ","Thallium_Total","Thallium_Total_VQ","Copper_Total","Copper_Total_VQ","Chromium_Total","Chromium_Total_VQ","Barium_Total","Barium_Total_VQ","Zinc_Total","Zinc_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Cadmium_Total","Cadmium_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Nickel_Total","Nickel_Total_VQ","Sodium_Total","Sodium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Arsenic_Total","Arsenic_Total_VQ"
"254",20796,"Z5-CA-12028",2018-03-07 11:05:00,"PRIMARY","WATER",9,"U",0.15,"U",4.13,NA,349,NA,0.6,"U",1680,NA,60,NA,0.03,"U",130,"IG",0.03,"U",7.02,NA,11949,NA,0.22,"J",2.9,"J",26.55,"J",7.81,NA,26,NA,2,NA,0.78,NA,205,NA,12200,NA,6510,NA,5.5,NA,6.1,"A",440,NA,0.11,NA,4000,NA,36,NA,0.11,"I",0.084,NA,1,NA,2.46,NA,2,"UQ",2,"UQ",0.38,"I",0.6,"U",1.2,"U",240,NA,605,NA,0.45,"U",0.74,NA,201,NA,0.6,"U",2100,NA,18,NA,0.78,NA
"255",3057,"Z5-CA-12030",2018-03-06 12:11:00,"PRIMARY","WATER",3,"U",0.05,"U",0.05,"U",58.1,NA,0.2,"U",318,NA,10.7,NA,0.01,"U",30,"U",0.01,"U",7.11,NA,1060,NA,0.15,NA,1.8,NA,24.9,"J",0.25,NA,162,NA,4,NA,0.31,NA,247,NA,1100,NA,595,NA,4,NA,0.35,NA,46,NA,0.004,"U",170,NA,6.1,NA,0.81,NA,0.024,NA,0.44,NA,12.3,NA,2,"UQ",6,"BQ",0.1,"U",0.2,"U",1.3,"I",67.9,NA,5,"U",0.15,"U",0.02,"U",41.9,NA,0.66,"I",101,NA,1,"U",0.15,"I"
"256",53064,"Z5-CA-12031",2018-03-21 09:20:00,"PRIMARY","WATER",3,"U",0.05,"U",0.05,"U",43.7,NA,0.2,"U",222,NA,5.3,NA,0.01,"U",30,"U",0.01,"U",7.32,NA,632,NA,0.27,NA,3.3,NA,25.27,"J",0.03,NA,128,NA,2,NA,0.12,NA,182,"A",635,"A",340,NA,2,"G",0.1,"U",12,NA,0.006,"I",80,NA,3.7,"I",0.75,NA,0.008,NA,0.2,NA,8.91,NA,2,"UQ",2,"UQ",0.13,"I",0.2,"U",0.4,"U",29,NA,5,"U",0.15,"U",0.02,"U",27.5,NA,0.2,"U",43.6,NA,12.6,NA,0.1,"I"
"257",2867,"Z5-CA-12032",2018-03-08 14:47:00,"PRIMARY","WATER",10,"I",0.05,"U",0.057,"I",43.8,NA,0.2,"U",207,NA,8.6,NA,0.01,"U",30,"U",0.01,"U",7.26,NA,702,NA,0.24,NA,3,NA,25.08,"J",0.22,NA,392,NA,2,NA,0.14,NA,259,NA,708,NA,401,NA,3.9,"G",0.1,"I",47,NA,0.004,"U",41,NA,6.7,NA,0.48,NA,0.004,"I",0.28,NA,10.4,NA,2,"UQ",2,"UQ",0.1,"U",0.5,"I",0.4,"U",31.2,NA,5,"U",0.15,"U",0.02,"U",23.8,NA,0.2,"U",61.4,NA,1,"U",0.11,"I"
"258",29144,"Z5-CA-12035",2018-02-07 13:28:00,"PRIMARY","WATER",5.5,"I",0.05,"U",0.05,"U",111,NA,0.2,"U",653,NA,16.6,NA,0.01,"U",30,"U",0.01,"U",7,NA,3165,NA,-0.5,NA,-0.6,NA,28,"J",0.6,NA,768,NA,2,NA,0.37,NA,124,NA,3380,NA,1750,NA,1.1,"G",0.25,NA,260,NA,0.004,"U",870,NA,2.5,"U",1.7,NA,0.002,"I",0.44,NA,-18.48,NA,2,"UQ",2,"UQ",0.1,"U",0.2,"U",0.4,"U",46.7,NA,5,"U",0.15,"U",0.02,"U",91.3,NA,0.2,"U",412,NA,1,"U",0.28,NA
"259",2870,"Z5-CA-12036",2018-02-28 11:06:00,"PRIMARY","WATER",3.5,"I",0.05,"U",0.088,"I",69.4,NA,0.2,"U",348,NA,16.4,NA,0.01,"U",72,"I",0.01,"U",7.22,NA,1236,NA,0.18,NA,2.1,NA,25.02,"J",0.11,NA,112.5,NA,1,NA,0.23,NA,277,NA,1210,NA,626,NA,3.8,NA,14,NA,36,NA,0.12,NA,200,NA,27,NA,0.33,NA,0.016,NA,0.41,NA,7.15,NA,2,"UQ",18,"BQ",0.11,"I",0.2,"U",0.4,"U",29.9,NA,5,"U",0.19,"I",0.02,"U",42.5,NA,0.2,"U",116,NA,32.9,NA,0.26,NA
"260",36559,"Z5-CA-12039",2018-02-15 13:10:00,"PRIMARY","WATER",3,"U",0.05,"U",0.05,"U",145,NA,0.2,"U",802,NA,15.9,NA,0.01,"U",30,"U",0.01,"U",7.3,NA,4155,NA,-0.1,NA,-0.6,NA,28,NA,0.1,NA,304.5,NA,1,NA,0.42,NA,105,NA,4290,NA,2340,NA,1.4,"G",0.3,NA,270,NA,0.004,"U",1100,NA,2.5,"U",0.86,NA,0.002,"U",0.48,NA,-6.93,NA,2,"UQ",2,"UQ",0.1,"U",0.2,"U",0.4,"U",67.5,NA,5,"U",0.15,"U",0.02,"U",107,NA,0.2,"U",521,NA,2.8,"I",0.3,NA
"261",2861,"Z5-CA-12040",2018-03-19 14:05:00,"PRIMARY","WATER",5.3,"I",0.05,"U",0.05,"U",74.9,NA,0.2,"U",259,NA,3.7,NA,0.01,"U",30,"U",0.01,"U",7.08,NA,615,"J",0.27,NA,3.3,NA,24.61,"J",0.77,NA,200.25,NA,4,NA,0.042,NA,268,NA,633,NA,366,NA,7.1,NA,0.55,NA,9.5,NA,0.004,"U",38,NA,14,NA,0.54,NA,0.047,NA,0.69,NA,35.07,NA,2,"UQ",160,"Q",0.17,"I",0.2,"U",0.4,"U",13.4,NA,5,"U",0.15,"U",0.02,"U",17.4,NA,0.2,"U",38.3,NA,1,"U",0.092,"I"
"262",12149,"Z5-CA-12044",2018-03-28 14:11:00,"PRIMARY","WATER",6.6,"I",0.05,"U",0.05,"U",106,NA,0.2,"U",278,NA,1.9,NA,0.01,"U",2580,NA,0.014,"I",6.83,NA,882,NA,0.23,NA,2.8,NA,25.2,NA,0.26,NA,267,NA,2,NA,1.1,NA,230,NA,871,NA,520,"A",14,NA,4.2,NA,0.24,"I",0.004,"U",140,NA,120,NA,0.058,"I",0.087,NA,1.5,NA,19.3,NA,2,"UQ",2,"UQ",0.1,"U",0.2,"U",0.92,"I",22.5,NA,5,"U",0.43,"I",0.02,"U",3.06,NA,0.2,"U",72.7,NA,18.1,NA,0.57,NA
"263",12140,"Z5-CA-12048",2018-03-29 13:15:00,"PRIMARY","WATER",21,NA,0.055,"I",0.05,"U",150,NA,0.28,"I",426,NA,17.1,NA,0.01,"U",30,"U",0.069,NA,6.51,NA,1047,NA,0.27,NA,3.3,NA,25.14,NA,0.18,NA,298,NA,2,NA,2.3,NA,373,NA,1040,NA,635,NA,31,NA,3.4,NA,27,NA,0.004,"U",93,NA,120,NA,0.14,NA,0.025,NA,3.5,NA,10.35,NA,2,"UQ",2,"UQ",0.2,"I",0.2,"U",3,NA,29.3,NA,5,"U",0.39,"I",0.02,"U",12.3,NA,0.41,"I",55,NA,21.6,NA,0.8,NA
"264",3116,"Z5-CA-13001",2019-02-06 13:11:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",171,NA,0.2,"U",1090,NA,28,NA,0.01,"U",33,"I",0.01,"U",7.28,NA,6256,NA,NA,"?",NA,"?",26.2,NA,0.35,NA,597.5,NA,1,NA,0.37,NA,138,NA,6350,NA,3130,NA,0.5,"U",5.6,"G",270,NA,0.01,"I",1800,NA,2.5,"U",1.2,NA,0.004,"I",0.52,NA,-4.62,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",55,NA,5,"U",0.15,"U",0.02,"U",159,NA,0.5,"U",801,NA,1,"U",0.22,NA
"265",24071,"Z5-CA-13002",2019-02-19 12:30:00,"PRIMARY","WATER",5,"U",0.05,"U",0.42,NA,106,NA,0.2,"U",717,NA,24.8,NA,0.01,"U",52,"I",0.01,"U",7.28,NA,4257,NA,NA,"?",NA,"?",26,NA,0.13,NA,138,NA,2,NA,0.33,NA,180,NA,4300,NA,2140,NA,1.7,NA,0.2,NA,210,NA,0.011,NA,1200,NA,2.5,"U",0.82,NA,0.006,NA,0.46,NA,7.33,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",70,NA,9,NA,0.15,"U",0.02,"U",110,NA,0.5,"U",566,NA,2.45,NA,0.21,NA
"266",3431,"Z5-CA-13004",2019-03-12 14:30:00,"PRIMARY","WATER",5.4,"I",0.2,"I",0.2,"U",36.7,NA,1.15,NA,133,NA,2.4,NA,0.01,"U",30,"U",0.01,"U",7.83,NA,288,NA,0.21,NA,2.5,NA,23.76,NA,0.09,NA,3000,NA,1,NA,0.002,"U",82,"A",291,"A",160,NA,0.57,"I",0.25,NA,30,"A",2.8,NA,12,"A",2.5,"U",0.086,"I",0.027,NA,0.08,"U",-15.02,NA,2,"UQ",2,"UQ",0.18,"I",0.4,"U",0.4,"U",17.9,NA,5,"U",11.6,NA,0.02,"U",10.1,NA,0.63,"I",6.1,NA,1.7,"I",0.63,NA
"267",2844,"Z5-CA-13005",2019-02-21 12:42:00,"PRIMARY","WATER",67,"J",0.05,"UJ",2.15,"J",49.5,"J",0.2,"UJ",209,"J",7.8,"J",0.01,"UJ",3750,"J",0.01,"UJ",7.55,NA,625,NA,NA,"?",NA,"?",24.9,NA,NA,"O",285,NA,4,NA,0.23,"J",244,"J",628,"J",345,"J",5.9,"GJ",55,"J",2.2,"J",0.005,"IJ",56,"J",15,"AJ",0.46,"J",0.04,"J",0.51,"J",14.1,NA,2,"UQJ",2,"UQJ",0.1,"UJ",0.4,"UJ",0.54,"I",23.4,"J",20,"J",0.15,"UJ",0.02,"UJ",20.7,"J",0.5,"UJ",62.1,"J",31.8,"J",0.12,"IJ"
"268",55299,"Z5-CA-13006",2019-02-27 12:43:00,"PRIMARY","WATER",6.7,"I",0.05,"U",0.2,"U",119,NA,0.2,"U",330,NA,3.4,NA,0.01,"U",6510,NA,0.011,"I",6.97,NA,823,NA,NA,"?",NA,"?",25.9,NA,2.7,NA,152,NA,2,NA,0.73,NA,286,NA,798,NA,468,NA,13,NA,16,"A",21,NA,0.004,"U",72,NA,55,"A",0.036,"I",0.1,NA,1.2,NA,4.43,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",2.1,NA,17.2,NA,5,"U",0.58,"I",0.02,"U",7.92,NA,0.5,"U",37.2,NA,39.7,NA,0.91,NA
"269",38279,"Z5-CA-13009",2019-02-20 11:17:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",121,NA,0.2,"U",437,NA,3,NA,0.01,"U",1200,NA,0.01,"U",7.14,NA,1156,NA,NA,"?",NA,"?",25.6,NA,0.31,NA,202.5,NA,2,NA,0.54,NA,334,NA,1170,NA,682,NA,5.6,"G",6.9,"A",150,NA,0.004,"U",100,NA,40,"AQ",0.14,NA,0.01,NA,0.82,NA,17.4,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",38.2,NA,5,"U",0.15,"U",0.02,"U",32.7,NA,0.5,"U",99.9,NA,42.6,NA,0.099,"I"
"270",3115,"Z5-CA-13010",2019-02-13 13:45:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",75.3,NA,0.2,"U",475,NA,19.8,NA,0.01,"U",30,"U",0.01,"U",7.47,NA,2123,NA,NA,"?",NA,"?",26.1,NA,0.17,NA,639,NA,1,NA,0.19,NA,163,NA,2050,NA,1130,NA,1,NA,0.65,"G",190,NA,0.004,"U",490,NA,2.5,"U",1.9,NA,0.002,"I",0.26,NA,-23.1,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",19.1,NA,5,"U",0.15,"U",0.02,"U",69.6,NA,0.5,"U",249,NA,1,"U",0.05,"U"
"271",4536,"Z5-CA-13011",2019-02-07 10:00:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",111,NA,0.2,"U",513,NA,8.8,NA,0.01,"U",46,"I",0.01,"U",7.28,NA,1719,NA,NA,"?",NA,"?",25.1,"J",0.13,NA,92.5,NA,4,NA,0.2,NA,249,NA,1750,NA,1040,NA,3.8,NA,0.95,"G",130,NA,0.004,"U",340,NA,5.1,"I",0.78,NA,0.004,"I",0.33,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",1.31,NA,0.4,"U",22.1,NA,5,"U",0.15,"U",0.02,"U",57.2,NA,0.5,"U",145,NA,4.1,NA,0.05,"U"
"272",55300,"Z5-CA-13013",2019-02-12 13:40:00,"PRIMARY","WATER",6.1,"I",0.05,"U",4.27,"G",43.9,NA,0.2,"U",239,NA,7.9,NA,0.01,"U",33,"I",0.01,"U",7.38,NA,784,NA,NA,"?",NA,"?",27.9,NA,0.3,NA,595,NA,2,NA,0.2,NA,216,NA,790,NA,406,NA,1.5,"G",13,NA,13,NA,0.004,"U",110,NA,2.5,"U",1.1,NA,0.006,NA,0.29,NA,76.5,NA,2,"UQ",170,"Q",0.1,"U",0.5,"IG",0.66,"IG",7.5,NA,125,"G",0.15,"U",0.103,NA,31.4,NA,0.62,"IG",60.9,NA,3.1,"I",0.05,"U"
"273",1351,"Z5-CA-13016",2019-03-19 13:22:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",109,NA,0.2,"U",288,NA,0.62,"I",0.01,"U",480,NA,0.01,"U",7.31,NA,622,NA,NA,"?",NA,"?",24,NA,0.41,NA,252.77,NA,1,NA,0.47,NA,322,"A",638,"A",359,NA,6.6,NA,1,NA,0.2,"U",0.004,"U",11,NA,30,"A",0.2,NA,0.002,"U",0.59,NA,44.7,NA,2,"UQ",1000,"BQ",0.1,"U",0.4,"U",0.4,"U",12.2,NA,5,"U",0.15,"U",0.02,"U",3.51,NA,0.5,"U",20,NA,3.5,"I",0.05,"U"
"274",29147,"Z5-CA-13018",2019-02-05 11:06:00,"PRIMARY","WATER",32,NA,0.05,"U",0.2,"U",64,NA,0.2,"U",318,NA,3.7,NA,0.01,"U",30,"U",0.01,"U",7.31,NA,941,NA,NA,"?",NA,"?",26.1,NA,0.19,NA,145,NA,2,NA,0.25,NA,206,NA,948,NA,511,NA,1.9,NA,0.35,NA,29,NA,0.014,NA,140,NA,3.2,"I",0.68,NA,0.005,NA,0.4,"J",24.75,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",11.3,NA,5,"U",0.15,"U",0.02,"U",38.5,NA,0.5,"U",63.1,NA,1,"U",0.12,"I"
"275",2863,"Z5-CA-13022",2019-02-18 15:08:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",102,NA,0.2,"U",765,NA,30,NA,0.01,"U",30,"U",0.01,"U",7.35,NA,4714,NA,NA,"?",NA,"?",26.5,NA,0.27,NA,1408,NA,2,NA,0.45,NA,194,NA,4720,NA,2430,NA,2.1,NA,0.2,"G",430,NA,0.004,"U",1200,NA,2.5,"U",2,NA,0.006,NA,0.49,NA,-10.4,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",25.1,NA,5,"U",0.15,"U",0.02,"U",124,NA,0.5,"U",659,NA,1,"U",0.21,NA
"276",48869,"Z5-CA-13023",2019-02-25 10:45:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",137,NA,0.2,"U",776,NA,18,NA,0.01,"U",30,"U",0.01,"U",7.46,NA,4160,NA,NA,"?",NA,"?",29.4,NA,0.26,NA,592,NA,4,NA,0.37,NA,114,NA,4290,NA,2210,NA,1.4,NA,0.1,"U",340,NA,0.006,"I",1100,NA,2.5,"U",0.93,NA,0.002,"I",0.4,NA,-23.1,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",46.9,NA,5,"U",0.15,"U",0.02,"U",105,NA,0.5,"U",541,NA,1,"U",0.28,NA
"277",1053,"Z5-CA-13024",2019-03-20 12:45:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",51.5,NA,0.2,"U",141,NA,0.76,"I",0.01,"U",170,NA,0.01,"U",7.35,NA,276.7,NA,NA,"?",NA,"?",26,NA,0.12,NA,511.92,NA,1,NA,0.53,NA,131,"A",272,"A",149,NA,3,NA,0.2,NA,0.31,"I",0.004,"U",6.3,NA,16,"A",0.051,"I",0.088,NA,0.62,NA,17.4,NA,2,"UQ",2,"BQ",0.1,"U",1.41,NA,1.1,"I",19.9,NA,5,"U",0.15,"U",0.02,"U",2.89,NA,0.5,"U",4.1,NA,12.6,NA,0.05,"U"
"278",12140,"Z5-CA-13025",2019-03-04 11:28:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",153,NA,0.2,"U",570,NA,11.8,NA,0.01,"U",30,"U",0.015,"I",7.03,NA,2506,NA,NA,"?",NA,"?",25,NA,0.1,NA,303,NA,1,NA,0.63,NA,313,NA,2530,NA,1430,NA,10,NA,0.15,NA,190,NA,0.004,"U",510,NA,29,NA,0.21,NA,0.015,NA,1.1,NA,9.16,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.67,"I",33.9,NA,5,"U",0.28,"I",0.02,"U",45.4,NA,0.5,"U",299,NA,11,NA,0.38,NA
"279",3108,"Z5-CA-13027",2019-02-07 12:26:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",117,NA,0.2,"U",593,NA,13.8,NA,0.01,"U",30,"U",0.01,"U",7.47,NA,2992,NA,NA,"?",NA,"?",25.6,NA,0.16,NA,156,NA,4,NA,0.39,NA,133,NA,3030,NA,1620,NA,2.9,"G",0.3,NA,230,NA,0.004,"U",740,NA,5,"I",0.7,NA,0.015,NA,0.52,NA,9.81,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",66.4,NA,5,"U",0.15,"U",0.02,"U",73.4,NA,0.5,"U",374,NA,1.4,"I",0.05,"U"
"280",3240,"Z5-CA-13028",2019-03-21 14:05:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",56.2,NA,0.2,"U",171,NA,0.82,"I",0.01,"U",400,NA,0.01,"U",7.27,NA,321,NA,NA,"?",NA,"?",25.2,NA,0.2,NA,688,NA,1,NA,0.35,NA,158,NA,316,NA,170,NA,1.8,NA,4.2,NA,0.2,"U",0.011,NA,5.3,NA,11,NA,0.074,"I",0.087,NA,0.32,NA,10.87,NA,2,"UQ",22,"BQ",0.1,"U",0.4,"U",0.4,"U",25.1,NA,5,"U",0.16,"I",0.02,"U",7.41,NA,0.5,"U",3.6,NA,11.4,NA,0.05,"U"
"281",12139,"Z5-CA-13029",2019-02-20 13:35:00,"PRIMARY","WATER",30,NA,0.05,"U",0.2,"U",87.4,NA,0.2,"U",333,NA,4.8,NA,0.01,"U",30,"U",0.01,"U",7.23,NA,900,NA,NA,"?",NA,"?",26.2,NA,0.27,NA,106.5,NA,2,NA,0.5,NA,203,NA,929,NA,541,NA,4.3,"G",2.2,NA,25,NA,0.004,"I",160,NA,14,NA,0.5,NA,0.073,NA,0.73,NA,16.5,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",20.9,NA,5,"I",0.15,"U",0.02,"U",27.8,NA,0.5,"U",59.4,NA,25.7,NA,0.14,"I"
"282",3078,"Z5-CA-13030",2019-02-14 11:40:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",43.9,NA,0.2,"U",211,NA,4.3,NA,0.01,"U",67,"I",0.01,"U",7.76,NA,680,NA,NA,"?",NA,"?",24.3,NA,0.11,NA,560,NA,1,NA,0.31,NA,128,"A",696,"A",400,"A",2.6,NA,0.1,"IG",100,NA,0.004,"U",68,NA,5.5,"I",0.52,NA,0.003,"I",0.38,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",83.8,NA,5,"U",0.15,"U",0.02,"U",24.7,NA,0.5,"U",50.4,NA,1,"U",0.11,"I"
"283",12143,"Z5-CA-13033",2019-03-07 15:32:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",93.4,NA,0.2,"U",651,NA,28.7,NA,0.01,"U",30,"U",0.01,"U",7.44,NA,4500,NA,NA,"?",NA,"?",27,NA,0.3,NA,665,NA,4,NA,0.49,NA,164,NA,4560,NA,2630,NA,1.7,NA,0.15,NA,560,NA,0.004,"U",1000,NA,2.5,"U",2,NA,0.002,"I",0.57,NA,-23.1,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",13.2,NA,5,"U",0.15,"U",0.02,"U",101,NA,0.5,"U",657,NA,1,"U",0.05,"U"
"284",12139,"Z5-CA-14002",2020-03-16 14:54:00,"PRIMARY","WATER",11,"I",0.052,"I",0.2,"U",81.6,NA,0.2,"U",314,NA,4.3,NA,0.01,"U",30,"U",0.01,"U",7.25,NA,932,NA,0.05,NA,0.6,NA,26.9,NA,0.69,NA,58,NA,2,NA,0.35,NA,202,NA,932,NA,538,"A",3.9,NA,0.1,"I",29,NA,0.004,"U",150,NA,9.7,NA,0.51,NA,0.034,NA,0.55,NA,20.6,NA,7,"BQ",700,"BQ",0.1,"U",0.4,"U",0.4,"U",19.4,NA,5,"U",0.15,"U",0.02,"U",26.7,NA,0.5,"U",54.6,NA,17.7,NA,0.1,"I"
"285",29143,"Z5-CA-14004B",2020-03-11 13:28:00,"PRIMARY","WATER",20,NA,0.05,"U",0.2,"U",97.5,NA,0.2,"U",612,NA,19.8,NA,0.01,"U",560,NA,0.01,"U",7.57,NA,3145,NA,0.04,NA,0.5,NA,26.8,NA,0.69,NA,1455,NA,2,NA,0.37,NA,146,NA,3120,NA,1550,NA,1.1,NA,13,"A",320,NA,0.004,"U",740,NA,8.2,NA,1.4,NA,0.004,"I",0.5,NA,-32.34,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",25.7,NA,5,"U",0.15,"U",0.02,"U",89.4,NA,0.5,"U",413,NA,3.8,"I",0.11,"I"
"286",2861,"Z5-CA-14005",2020-02-12 11:18:00,"PRIMARY","WATER",204,NA,0.05,"U",0.4,"I",73.1,NA,0.2,"U",260,NA,4,NA,0.01,"U",170,NA,0.011,"I",7.39,NA,621,NA,0.25,NA,3.1,NA,24.6,NA,16.9,NA,212,NA,4,NA,0.47,NA,252,NA,627,NA,374,NA,5.7,NA,12,"A",13,NA,0.004,"U",42,NA,16,NA,0.65,NA,0.12,NA,0.79,NA,25.8,NA,2,"UQ",7,"BQ",0.1,"U",0.4,"U",1.2,"I",11,NA,5,"U",0.15,"U",0.02,"U",18.9,NA,0.5,"U",41.8,NA,2.6,"I",0.17,"I"
"287",12135,"Z5-CA-14006",2020-02-06 14:41:00,"PRIMARY","WATER",18,"I",0.05,"U",0.2,"U",176,NA,0.2,"U",481,NA,1.8,NA,0.01,"U",3780,NA,0.012,"I",6.8,NA,1441,NA,0.06,NA,0.7,NA,24.7,NA,0.42,NA,117.5,NA,4,NA,0.68,NA,326,NA,1470,NA,726,NA,14,NA,9,"A",9.4,NA,0.006,"I",270,NA,140,NA,0.11,NA,0.094,NA,1.6,NA,6.96,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",1.1,"I",33.6,NA,5,"U",0.66,NA,0.02,"U",9.98,NA,0.5,"U",121,NA,42.6,NA,0.66,NA
"288",12133,"Z5-CA-14009",2020-02-05 09:57:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",133,NA,0.2,"U",421,NA,4.2,NA,0.01,"U",30,"U",0.012,"I",6.95,NA,1144,NA,0.08,NA,1,NA,26,NA,0.27,NA,70,NA,2,NA,0.39,NA,348,NA,1160,NA,682,"Q",8.5,NA,0.15,NA,72,NA,0.006,"I",130,NA,13,NA,0.2,NA,0.015,NA,0.81,NA,11.56,NA,2,"UQ",2,"BQ",0.1,"U",0.4,"U",0.4,"U",19.2,NA,5,"U",0.15,"U",0.02,"U",21.5,NA,0.5,"U",76,NA,3,"I",0.24,NA
"289",24056,"Z5-CA-14010",2020-02-17 14:25:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",79.2,NA,0.2,"U",527,NA,29.7,NA,0.01,"U",30,"U",0.01,"U",7.37,NA,3496,NA,0.03,NA,0.4,NA,26.1,NA,0.44,NA,596,NA,2,NA,0.25,NA,172,NA,3490,NA,1780,NA,1,NA,0.1,"U",340,NA,0.004,"U",780,NA,2.5,"U",2.5,NA,0.002,"I",0.29,NA,-4.62,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",11,NA,5,"U",0.15,"U",0.02,"U",79.9,NA,0.5,"U",496,NA,1,"U",0.1,"I"
"290",3051,"Z5-CA-14012",2020-02-19 14:03:00,"PRIMARY","WATER",5,"U",0.05,"U",0.21,"I",112,NA,0.2,"U",292,NA,0.67,"I",0.01,"U",4820,NA,0.01,"U",7.34,NA,559,NA,0.03,NA,0.4,NA,24.7,NA,1.55,NA,504,NA,4,NA,0.33,NA,270,NA,550,NA,307,"A",8.6,NA,24,"A",0.38,"I",0.004,"U",15,NA,16,"A",0.18,NA,0.003,"I",0.83,NA,12.5,NA,2,"UQ",7,"BQ",0.1,"U",0.4,"U",0.4,"U",8.1,NA,5,"U",0.15,"U",0.02,"U",3.11,NA,0.5,"U",11.8,NA,43.8,NA,0.25,NA
